wrk debian/4.1.0-3build1 [epoll] Copyright (C) 2012 Will Glozer
Running 10m test @ http://172.18.0.4:32329
  16 threads and 16 connections
250 1728912503379.0635 1728912506337.0715 2958.008056640625 2961.071533203125 redis-benchmark-00001-deployment-847b675f9c-np498
4000 1728912460455.4949 1728912508239.0337 47783.538818359375 47786.03369140625 redis-benchmark-00001-deployment-847b675f9c-fb65p
200 1728912506410.1553 1728912508741.1873 2331.031982421875 2334.187255859375 redis-benchmark-00001-deployment-847b675f9c-c424g
25 1728912508794.4236 1728912509036.0251 241.6015625 244.025146484375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
5 1728912509166.0593 1728912509239.0134 72.9541015625 76.013427734375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
15 1728912509257.3281 1728912509631.437 374.10888671875 377.43701171875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
500 1728912503855.0547 1728912509829.1714 5974.11669921875 5977.17138671875 redis-benchmark-00001-deployment-847b675f9c-82ttn
3 1728912509663.6262 1728912509829.9534 166.3271484375 170.953369140625 redis-benchmark-00001-deployment-847b675f9c-n7x67
150 1728912508365.1238 1728912510332.365 1967.2412109375 1976.364990234375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
40 1728912509970.1328 1728912510432.5776 462.44482421875 465.57763671875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
50 1728912509841.5786 1728912510528.7368 687.158203125 689.73681640625 redis-benchmark-00001-deployment-847b675f9c-842cx
25 1728912510403.791 1728912510635.5662 231.775146484375 234.566162109375 redis-benchmark-00001-deployment-847b675f9c-hqgjz
15 1728912510632.4453 1728912510743.627 111.181640625 114.626953125 redis-benchmark-00001-deployment-847b675f9c-bcwgd
30 1728912510785.0098 1728912511130.4854 345.4755859375 348.4853515625 redis-benchmark-00001-deployment-847b675f9c-6sjwl
4000 1728912463847.8884 1728912512332.4004 48484.511962890625 48488.400390625 redis-benchmark-00001-deployment-847b675f9c-c424g
5 1728912512344.679 1728912512532.8596 188.1806640625 190.859619140625 redis-benchmark-00001-deployment-847b675f9c-pj79f
4000 1728912465560.0752 1728912513133.8418 47573.7666015625 47576.841796875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
15 1728912513146.379 1728912513336.9465 190.567626953125 193.946533203125 redis-benchmark-00001-deployment-847b675f9c-dch79
2000 1728912489362.5234 1728912513532.4617 24169.938232421875 24173.461669921875 redis-benchmark-00001-deployment-847b675f9c-6sjwl
250 1728912510753.6265 1728912513538.3682 2784.74169921875 2787.3681640625 redis-benchmark-00001-deployment-847b675f9c-6gd7m
25 1728912513559.4895 1728912513833.7356 274.24609375 276.735595703125 redis-benchmark-00001-deployment-847b675f9c-82ttn
150 1728912512584.6987 1728912513940.7136 1356.014892578125 1358.713623046875 redis-benchmark-00001-deployment-847b675f9c-nclwh
8000 1728912423068.1777 1728912518628.6714 95560.49365234375 95563.67138671875 redis-benchmark-00001-deployment-847b675f9c-dch79
700 1728912510531.945 1728912518643.0837 8111.138671875 8114.083740234375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
2000 1728912495556.0115 1728912520136.7546 24580.7431640625 24583.754638671875 redis-benchmark-00001-deployment-847b675f9c-ldw4v
500 1728912513860.3704 1728912520240.892 6380.521728515625 6383.89208984375 redis-benchmark-00001-deployment-847b675f9c-fb65p
500 1728912514023.2722 1728912520438.19 6414.917724609375 6418.18994140625 redis-benchmark-00001-deployment-847b675f9c-chwrr
30 1728912520256.4856 1728912520631.832 375.346435546875 377.83203125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
200 1728912518727.7566 1728912521131.961 2404.204345703125 2407.9609375 redis-benchmark-00001-deployment-847b675f9c-c424g
5 1728912521206.5896 1728912521239.3809 32.791259765625 35.380859375 redis-benchmark-00001-deployment-847b675f9c-n7x67
25 1728912521362.427 1728912521637.309 274.882080078125 278.30908203125 redis-benchmark-00001-deployment-847b675f9c-842cx
50 1728912521646.163 1728912522541.0537 894.890625 898.0537109375 redis-benchmark-00001-deployment-847b675f9c-q2q2t
25 1728912522557.4866 1728912522838.0352 280.548583984375 287.03515625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
200 1728912520695.9785 1728912523034.762 2338.783447265625 2341.761962890625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
15 1728912522939.1304 1728912523134.2002 195.06982421875 198.2001953125 redis-benchmark-00001-deployment-847b675f9c-c4l4g
250 1728912520491.4836 1728912523333.116 2841.63232421875 2844.115966796875 redis-benchmark-00001-deployment-847b675f9c-p2lfw
2 1728912523463.3127 1728912523533.7258 70.4130859375 73.725830078125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
30 1728912523551.8928 1728912523927.9612 376.068359375 378.961181640625 redis-benchmark-00001-deployment-847b675f9c-td22z
2000 1728912500911.9377 1728912524935.543 24023.605224609375 24026.54296875 redis-benchmark-00001-deployment-847b675f9c-6sjwl
250 1728912523044.9202 1728912526030.7957 2985.87548828125 2988.795654296875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
1 1728912526157.0334 1728912526232.2334 75.199951171875 80.2333984375 redis-benchmark-00001-deployment-847b675f9c-dch79
2000 1728912502701.6084 1728912526435.2112 23733.602783203125 23738.211181640625 redis-benchmark-00001-deployment-847b675f9c-dch79
25 1728912526244.7163 1728912526540.025 295.30859375 298.02490234375 redis-benchmark-00001-deployment-847b675f9c-np498
30 1728912526554.1394 1728912527333.455 779.315673828125 782.455078125 redis-benchmark-00001-deployment-847b675f9c-82ttn
350 1728912523174.6377 1728912527337.4355 4162.7978515625 4165.435546875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
3 1728912527355.0696 1728912527435.6167 80.547119140625 83.61669921875 redis-benchmark-00001-deployment-847b675f9c-fb65p
250 1728912524967.8884 1728912527834.42 2866.531494140625 2869.419921875 redis-benchmark-00001-deployment-847b675f9c-nclwh
50 1728912527462.532 1728912527943.0828 480.55078125 483.082763671875 redis-benchmark-00001-deployment-847b675f9c-chwrr
3 1728912528110.587 1728912528134.262 23.675048828125 26.261962890625 redis-benchmark-00001-deployment-847b675f9c-ldw4v
40 1728912527849.167 1728912528241.6106 392.443603515625 395.610595703125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
150 1728912526663.6982 1728912528528.1519 1864.45361328125 1871.15185546875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
40 1728912528166.8855 1728912528541.21 374.324462890625 377.2099609375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
3 1728912528555.0037 1728912528635.1016 80.097900390625 83.1015625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
25 1728912528670.5303 1728912528935.0642 264.533935546875 267.064208984375 redis-benchmark-00001-deployment-847b675f9c-842cx
8000 1728912434500.343 1728912529635.116 95134.77294921875 95138.11596679688 redis-benchmark-00001-deployment-847b675f9c-m2sv4
150 1728912528277.3135 1728912530129.3794 1852.06591796875 1854.37939453125 redis-benchmark-00001-deployment-847b675f9c-p2lfw
30 1728912530296.7 1728912530628.021 331.321044921875 334.02099609375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
150 1728912529101.1843 1728912530938.4475 1837.26318359375 1840.447509765625 redis-benchmark-00001-deployment-847b675f9c-q2q2t
150 1728912529667.7395 1728912531342.3535 1674.614013671875 1677.353515625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
40 1728912531356.7583 1728912531934.9587 578.200439453125 580.958740234375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
100 1728912530949.1082 1728912532234.6094 1285.501220703125 1288.609375 redis-benchmark-00001-deployment-847b675f9c-6gd7m
30 1728912532314.497 1728912532737.625 423.1279296875 425.625 redis-benchmark-00001-deployment-847b675f9c-pj79f
2 1728912532831.9526 1728912532839.1958 7.2431640625 10.19580078125 redis-benchmark-00001-deployment-847b675f9c-nclwh
250 1728912530640.374 1728912533629.4827 2989.108642578125 2993.482666015625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
3 1728912533709.9155 1728912533734.8704 24.954833984375 27.870361328125 redis-benchmark-00001-deployment-847b675f9c-np498
100 1728912533828.9463 1728912535236.5286 1407.582275390625 1410.528564453125 redis-benchmark-00001-deployment-847b675f9c-82ttn
40 1728912535296.7131 1728912535735.008 438.294921875 442.008056640625 redis-benchmark-00001-deployment-847b675f9c-fqbkm
250 1728912532898.3223 1728912535830.567 2932.24462890625 2935.56689453125 redis-benchmark-00001-deployment-847b675f9c-dch79
350 1728912531971.26 1728912536141.6519 4170.391845703125 4173.65185546875 redis-benchmark-00001-deployment-847b675f9c-td22z
700 1728912528598.787 1728912536540.5374 7941.750244140625 7944.537353515625 redis-benchmark-00001-deployment-847b675f9c-n7x67
40 1728912536309.4253 1728912536832.743 523.317626953125 525.742919921875 redis-benchmark-00001-deployment-847b675f9c-c424g
2000 1728912513458.424 1728912536833.599 23375.175048828125 23378.59912109375 redis-benchmark-00001-deployment-847b675f9c-np498
3 1728912536904.3157 1728912536935.6655 31.349853515625 34.66552734375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
40 1728912537053.231 1728912537636.7556 583.524658203125 586.755615234375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
250 1728912535751.8684 1728912538628.9814 2877.113037109375 2879.9814453125 redis-benchmark-00001-deployment-847b675f9c-fb65p
250 1728912535849.719 1728912538739.603 2889.884033203125 2894.60302734375 redis-benchmark-00001-deployment-847b675f9c-chwrr
30 1728912538758.7996 1728912539131.1226 372.322998046875 375.12255859375 redis-benchmark-00001-deployment-847b675f9c-842cx
250 1728912538647.4832 1728912541931.5496 3284.06640625 3286.549560546875 redis-benchmark-00001-deployment-847b675f9c-n7x67
250 1728912539141.6804 1728912543532.58 4390.899658203125 4393.580078125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
500 1728912536660.8792 1728912544531.524 7870.644775390625 7874.52392578125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
500 1728912536844.6165 1728912544734.1135 7889.4970703125 7894.113525390625 redis-benchmark-00001-deployment-847b675f9c-ldw4v
50 1728912543585.7437 1728912544829.2463 1243.502685546875 1246.246337890625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
40 1728912544911.3713 1728912546230.216 1318.8447265625 1321.216064453125 redis-benchmark-00001-deployment-847b675f9c-6sjwl
50 1728912544553.0112 1728912546333.0981 1780.0869140625 1783.09814453125 redis-benchmark-00001-deployment-847b675f9c-bcwgd
1 1728912546284.5615 1728912546333.0898 48.5283203125 53.08984375 redis-benchmark-00001-deployment-847b675f9c-td22z
2000 1728912520409.9873 1728912546335.9575 25925.97021484375 25929.95751953125 redis-benchmark-00001-deployment-847b675f9c-m2sv4
3 1728912546463.6646 1728912546539.4197 75.755126953125 78.419677734375 redis-benchmark-00001-deployment-847b675f9c-dch79
2 1728912546557.3123 1728912546633.3416 76.029296875 79.341552734375 redis-benchmark-00001-deployment-847b675f9c-np498
15 1728912546664.005 1728912547033.5818 369.576904296875 372.581787109375 redis-benchmark-00001-deployment-847b675f9c-82ttn
3 1728912547175.2373 1728912547328.618 153.380615234375 157.617919921875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
700 1728912537657.3413 1728912548729.7458 11072.404541015625 11074.745849609375 redis-benchmark-00001-deployment-847b675f9c-ldp9k
200 1728912547428.8828 1728912549534.129 2105.24609375 2108.12890625 redis-benchmark-00001-deployment-847b675f9c-fb65p
5 1728912549617.0146 1728912549831.8843 214.86962890625 217.88427734375 redis-benchmark-00001-deployment-847b675f9c-c424g
5 1728912549907.6116 1728912550033.653 126.04150390625 129.653076171875 redis-benchmark-00001-deployment-847b675f9c-f5z6v
25 1728912550156.1035 1728912550436.966 280.862548828125 283.966064453125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
500 1728912546368.3992 1728912552733.3325 6364.933349609375 6367.33251953125 redis-benchmark-00001-deployment-847b675f9c-nclwh
350 1728912548758.3564 1728912553242.9749 4484.618408203125 4487.974853515625 redis-benchmark-00001-deployment-847b675f9c-chwrr
25 1728912553411.5806 1728912553638.609 227.0283203125 229.60888671875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
2000 1728912527546.8738 1728912553827.6067 26280.73291015625 26283.606689453125 redis-benchmark-00001-deployment-847b675f9c-c424g
700 1728912544814.26 1728912554140.6514 9326.391357421875 9329.6513671875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
250 1728912554107.7402 1728912557334.1992 3226.458984375 3229.19921875 redis-benchmark-00001-deployment-847b675f9c-842cx
1000 1728912541943.6848 1728912557431.5542 15487.869384765625 15491.55419921875 redis-benchmark-00001-deployment-847b675f9c-hqgjz
250 1728912557487.0586 1728912560440.1357 2953.0771484375 2956.1357421875 redis-benchmark-00001-deployment-847b675f9c-c4l4g
50 1728912560523.9197 1728912561031.885 507.96533203125 512.885009765625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
4000 1728912513605.2415 1728912563839.93 50234.6884765625 50237.929931640625 redis-benchmark-00001-deployment-847b675f9c-fqbkm
250 1728912561085.5112 1728912564035.9954 2950.484130859375 2952.995361328125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
15 1728912564166.275 1728912564532.9148 366.639892578125 369.914794921875 redis-benchmark-00001-deployment-847b675f9c-td22z
40 1728912564553.379 1728912565239.039 685.66015625 690.0390625 redis-benchmark-00001-deployment-847b675f9c-pj79f
3 1728912565270.522 1728912565335.7988 65.27685546875 67.798828125 redis-benchmark-00001-deployment-847b675f9c-nclwh
1000 1728912554234.655 1728912566238.418 12003.762939453125 12006.41796875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
8000 1728912468582.9297 1728912567335.25 98752.3203125 98755.25 redis-benchmark-00001-deployment-847b675f9c-hqgjz
350 1728912565475.1145 1728912569430.7656 3955.651123046875 3958.765625 redis-benchmark-00001-deployment-847b675f9c-dch79
200 1728912567466.5203 1728912569732.2305 2265.710205078125 2268.23046875 redis-benchmark-00001-deployment-847b675f9c-82ttn
100 1728912569530.8767 1728912570827.9949 1297.1181640625 1299.994873046875 redis-benchmark-00001-deployment-847b675f9c-fqbkm
2000 1728912546361.147 1728912570943.7388 24582.591796875 24585.73876953125 redis-benchmark-00001-deployment-847b675f9c-pj79f
15 1728912571111.9805 1728912571240.1204 128.139892578125 131.120361328125 redis-benchmark-00001-deployment-847b675f9c-c424g
50 1728912570912.6753 1728912571430.1274 517.4521484375 522.12744140625 redis-benchmark-00001-deployment-847b675f9c-chwrr
700 1728912563958.5535 1728912572528.1648 8569.611328125 8572.164794921875 redis-benchmark-00001-deployment-847b675f9c-6sjwl
250 1728912571506.175 1728912574831.313 3325.137939453125 3329.31298828125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
3 1728912574958.85 1728912575127.9238 169.07373046875 175.923828125 redis-benchmark-00001-deployment-847b675f9c-p2lfw
500 1728912569750.6292 1728912575730.7766 5980.1474609375 5982.776611328125 redis-benchmark-00001-deployment-847b675f9c-fb65p
350 1728912571274.4258 1728912575739.2935 4464.86767578125 4469.29345703125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
1000 1728912566298.1973 1728912578243.5679 11945.37060546875 11948.56787109375 redis-benchmark-00001-deployment-847b675f9c-np498
500 1728912572549.9277 1728912578542.236 5992.308349609375 5995.236083984375 redis-benchmark-00001-deployment-847b675f9c-m2sv4
3 1728912578571.1294 1728912578635.929 64.799560546875 67.928955078125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
50 1728912578259.906 1728912578741.4443 481.538330078125 484.4443359375 redis-benchmark-00001-deployment-847b675f9c-q2q2t
100 1728912578805.2268 1728912580232.5967 1427.369873046875 1431.5966796875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
15 1728912580266.9985 1728912580439.0344 172.035888671875 175.034423828125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
500 1728912575136.859 1728912580934.636 5797.777099609375 5800.635986328125 redis-benchmark-00001-deployment-847b675f9c-ldp9k
3 1728912580948.3018 1728912581036.5083 88.20654296875 92.50830078125 redis-benchmark-00001-deployment-847b675f9c-td22z
2000 1728912557375.5037 1728912581138.5889 23763.085205078125 23767.5888671875 redis-benchmark-00001-deployment-847b675f9c-hqgjz
200 1728912578759.2722 1728912581140.4146 2381.142333984375 2384.41455078125 redis-benchmark-00001-deployment-847b675f9c-c4l4g
8000 1728912482956.866 1728912581231.0476 98274.181640625 98277.04760742188 redis-benchmark-00001-deployment-847b675f9c-ldw4v
5 1728912581150.6458 1728912581238.0938 87.447998046875 90.09375 redis-benchmark-00001-deployment-847b675f9c-nclwh
5 1728912581168.7876 1728912581238.0796 69.2919921875 72.07958984375 redis-benchmark-00001-deployment-847b675f9c-dch79
15 1728912581139.5132 1728912581336.5813 197.068115234375 201.581298828125 redis-benchmark-00001-deployment-847b675f9c-pj79f
2 1728912581378.3044 1728912581433.7305 55.426025390625 58.73046875 redis-benchmark-00001-deployment-847b675f9c-fb65p
500 1728912575754.9675 1728912581633.6287 5878.6611328125 5881.628662109375 redis-benchmark-00001-deployment-847b675f9c-n7x67
50 1728912581248.6135 1728912581833.8865 585.27294921875 587.886474609375 redis-benchmark-00001-deployment-847b675f9c-np498
40 1728912581844.2676 1728912582633.8718 789.604248046875 791.871826171875 redis-benchmark-00001-deployment-847b675f9c-f5z6v
2 1728912582685.2527 1728912582734.0093 48.756591796875 52.00927734375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
700 1728912575761.2244 1728912583739.2517 7978.02734375 7981.251708984375 redis-benchmark-00001-deployment-847b675f9c-842cx
3 1728912583880.9717 1728912583935.5254 54.5537109375 59.525390625 redis-benchmark-00001-deployment-847b675f9c-p2lfw
250 1728912581289.6035 1728912584131.1208 2841.517333984375 2844.120849609375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
15 1728912584035.165 1728912584230.3015 195.136474609375 198.301513671875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
15 1728912584213.969 1728912584431.277 217.30810546875 221.277099609375 redis-benchmark-00001-deployment-847b675f9c-n7x67
40 1728912584483.8364 1728912585238.795 754.95849609375 757.794921875 redis-benchmark-00001-deployment-847b675f9c-q2q2t
2 1728912585368.8872 1728912585434.6858 65.798583984375 68.685791015625 redis-benchmark-00001-deployment-847b675f9c-hqgjz
350 1728912582816.2212 1728912587230.3972 4414.176025390625 4418.397216796875 redis-benchmark-00001-deployment-847b675f9c-m2sv4
250 1728912587284.0571 1728912590337.6487 3053.591552734375 3056.648681640625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
700 1728912581645.5999 1728912590536.7769 8891.177001953125 8896.77685546875 redis-benchmark-00001-deployment-847b675f9c-chwrr
40 1728912590467.133 1728912590930.1367 463.003662109375 466.13671875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
50 1728912590948.1992 1728912591534.8997 586.700439453125 589.899658203125 redis-benchmark-00001-deployment-847b675f9c-td22z
1000 1728912581670.8667 1728912593736.1738 12065.30712890625 12068.173828125 redis-benchmark-00001-deployment-847b675f9c-c424g
5 1728912593903.9128 1728912593937.7085 33.795654296875 36.70849609375 redis-benchmark-00001-deployment-847b675f9c-nclwh
200 1728912593947.9219 1728912596431.753 2483.8310546875 2486.7529296875 redis-benchmark-00001-deployment-847b675f9c-dch79
8000 1728912499866.331 1728912597541.7793 97675.4482421875 97678.779296875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
2 1728912597563.6665 1728912597634.8552 71.188720703125 77.855224609375 redis-benchmark-00001-deployment-847b675f9c-82ttn
150 1728912596511.1912 1728912598528.973 2017.78173828125 2020.972900390625 redis-benchmark-00001-deployment-847b675f9c-np498
4000 1728912553670.9214 1728912601141.4224 47470.5009765625 47473.42236328125 redis-benchmark-00001-deployment-847b675f9c-n7x67
5 1728912601155.6174 1728912601239.131 83.513671875 86.131103515625 redis-benchmark-00001-deployment-847b675f9c-chwrr
8000 1728912505148.4434 1728912602835.8364 97687.39306640625 97689.83642578125 redis-benchmark-00001-deployment-847b675f9c-chwrr
2 1728912602907.636 1728912602933.9868 26.350830078125 29.98681640625 redis-benchmark-00001-deployment-847b675f9c-f5z6v
40 1728912603052.825 1728912603531.1094 478.284423828125 481.109375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
500 1728912598623.1104 1728912604237.8318 5614.721435546875 5617.831787109375 redis-benchmark-00001-deployment-847b675f9c-fb65p
350 1728912601275.1892 1728912605630.4788 4355.28955078125 4357.478759765625 redis-benchmark-00001-deployment-847b675f9c-c424g
8000 1728912506504.2224 1728912605737.241 99233.0185546875 99236.24096679688 redis-benchmark-00001-deployment-847b675f9c-f5z6v
15 1728912605747.5222 1728912605937.1252 189.60302734375 192.125244140625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
250 1728912604297.3342 1728912607737.738 3440.40380859375 3443.738037109375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
8000 1728912511339.8206 1728912608831.5327 97491.71215820312 97494.53271484375 redis-benchmark-00001-deployment-847b675f9c-td22z
350 1728912605799.2695 1728912610128.0674 4328.7978515625 4332.0673828125 redis-benchmark-00001-deployment-847b675f9c-n7x67
15 1728912610143.1765 1728912610342.9624 199.785888671875 206.96240234375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
150 1728912610422.1367 1728912612034.4355 1612.298828125 1615.435546875 redis-benchmark-00001-deployment-847b675f9c-bcwgd
700 1728912603554.0188 1728912612428.5515 8874.53271484375 8879.551513671875 redis-benchmark-00001-deployment-847b675f9c-m2sv4
3 1728912612458.6528 1728912612536.789 78.13623046875 82.7890625 redis-benchmark-00001-deployment-847b675f9c-6sjwl
30 1728912612705.1477 1728912612945.669 240.521240234375 243.6689453125 redis-benchmark-00001-deployment-847b675f9c-td22z
50 1728912612979.4497 1728912613532.2058 552.756103515625 557.205810546875 redis-benchmark-00001-deployment-847b675f9c-pj79f
2 1728912613545.7 1728912613633.995 88.295166015625 90.9951171875 redis-benchmark-00001-deployment-847b675f9c-nclwh
1 1728912613669.101 1728912613731.9233 62.822265625 64.92333984375 redis-benchmark-00001-deployment-847b675f9c-dch79
3 1728912613898.5989 1728912613934.7793 36.180419921875 38.779296875 redis-benchmark-00001-deployment-847b675f9c-np498
700 1728912606016.6367 1728912614234.5007 8217.864013671875 8221.500732421875 redis-benchmark-00001-deployment-847b675f9c-842cx
50 1728912614330.7507 1728912615233.9106 903.159912109375 906.91064453125 redis-benchmark-00001-deployment-847b675f9c-fqbkm
150 1728912615293.6157 1728912616833.6277 1540.011962890625 1542.627685546875 redis-benchmark-00001-deployment-847b675f9c-fb65p
15 1728912616851.0107 1728912617333.638 482.627197265625 485.637939453125 redis-benchmark-00001-deployment-847b675f9c-chwrr
500 1728912612128.5654 1728912617843.218 5714.652587890625 5717.218017578125 redis-benchmark-00001-deployment-847b675f9c-6gd7m
8000 1728912518727.7952 1728912618045.1736 99317.37841796875 99320.17358398438 redis-benchmark-00001-deployment-847b675f9c-f5z6v
30 1728912617902.5432 1728912618229.756 327.212890625 329.756103515625 redis-benchmark-00001-deployment-847b675f9c-f5z6v
2 1728912618246.8232 1728912618334.1272 87.303955078125 90.127197265625 redis-benchmark-00001-deployment-847b675f9c-m2sv4
1000 1728912607758.6978 1728912618941.8293 11183.131591796875 11185.829345703125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
100 1728912618132.2388 1728912619039.9453 907.70654296875 909.9453125 redis-benchmark-00001-deployment-847b675f9c-ldw4v
50 1728912619113.7942 1728912619935.567 821.772705078125 824.56689453125 redis-benchmark-00001-deployment-847b675f9c-n7x67
15 1728912620060.097 1728912620240.5894 180.492431640625 184.58935546875 redis-benchmark-00001-deployment-847b675f9c-842cx
8000 1728912523957.8909 1728912623135.2803 99177.38940429688 99180.2802734375 redis-benchmark-00001-deployment-847b675f9c-pj79f
500 1728912618959.9216 1728912625129.6038 6169.68212890625 6172.603759765625 redis-benchmark-00001-deployment-847b675f9c-ldp9k
150 1728912623277.154 1728912625236.6265 1959.472412109375 1962.62646484375 redis-benchmark-00001-deployment-847b675f9c-hqgjz
700 1728912617351.2437 1728912625428.6006 8077.35693359375 8079.6005859375 redis-benchmark-00001-deployment-847b675f9c-c424g
1 1728912625439.1492 1728912625529.269 90.119873046875 93.26904296875 redis-benchmark-00001-deployment-847b675f9c-6gd7m
40 1728912625336.4343 1728912625737.6501 401.2158203125 403.650146484375 redis-benchmark-00001-deployment-847b675f9c-bcwgd
500 1728912620249.9194 1728912625940.0518 5690.13232421875 5693.0517578125 redis-benchmark-00001-deployment-847b675f9c-q2q2t
30 1728912625820.3552 1728912626041.2646 220.909423828125 223.2646484375 redis-benchmark-00001-deployment-847b675f9c-td22z
40 1728912625952.974 1728912626337.758 384.783935546875 388.758056640625 redis-benchmark-00001-deployment-847b675f9c-pj79f
250 1728912625142.0464 1728912628028.3538 2886.307373046875 2890.353759765625 redis-benchmark-00001-deployment-847b675f9c-c4l4g
4000 1728912580452.7793 1728912628130.2537 47677.474365234375 47680.253662109375 redis-benchmark-00001-deployment-847b675f9c-6sjwl
200 1728912626114.6013 1728912628334.3901 2219.788818359375 2222.39013671875 redis-benchmark-00001-deployment-847b675f9c-nclwh
200 1728912628459.2024 1728912630737.4902 2278.287841796875 2283.490234375 redis-benchmark-00001-deployment-847b675f9c-fqbkm
4000 1728912584312.771 1728912631136.179 46823.407958984375 46826.178955078125 redis-benchmark-00001-deployment-847b675f9c-842cx
15 1728912631213.6099 1728912631335.0774 121.467529296875 124.077392578125 redis-benchmark-00001-deployment-847b675f9c-chwrr
2000 1728912609111.655 1728912631831.054 22719.39892578125 22722.053955078125 redis-benchmark-00001-deployment-847b675f9c-hqgjz
4000 1728912585452.2039 1728912631932.3645 46480.16064453125 46482.364501953125 redis-benchmark-00001-deployment-847b675f9c-c4l4g
30 1728912631457.9421 1728912631934.779 476.8369140625 479.779052734375 redis-benchmark-00001-deployment-847b675f9c-c424g
2 1728912631870.245 1728912631933.9133 63.668212890625 66.913330078125 redis-benchmark-00001-deployment-847b675f9c-f5z6v
500 1728912626437.8232 1728912632130.8135 5692.990234375 5695.8134765625 redis-benchmark-00001-deployment-847b675f9c-dch79
5 1728912631967.7559 1728912632131.4275 163.671630859375 168.427490234375 redis-benchmark-00001-deployment-847b675f9c-p2lfw
25 1728912631944.2563 1728912632431.5994 487.343017578125 490.599365234375 redis-benchmark-00001-deployment-847b675f9c-ldw4v
25 1728912632172.3125 1728912632632.9333 460.620849609375 462.933349609375 redis-benchmark-00001-deployment-847b675f9c-n7x67
25 1728912632443.789 1728912632740.9277 297.138671875 299.927734375 redis-benchmark-00001-deployment-847b675f9c-842cx
150 1728912631968.1846 1728912633637.2292 1669.044677734375 1676.229248046875 redis-benchmark-00001-deployment-847b675f9c-m2sv4
30 1728912633778.7834 1728912634128.9412 350.15771484375 352.941162109375 redis-benchmark-00001-deployment-847b675f9c-c4l4g
25 1728912634227.7944 1728912634629.5237 401.729248046875 404.523681640625 redis-benchmark-00001-deployment-847b675f9c-bcwgd
350 1728912632159.5269 1728912636030.9207 3871.393798828125 3873.920654296875 redis-benchmark-00001-deployment-847b675f9c-ldp9k
700 1728912628167.8455 1728912636236.9404 8069.094970703125 8072.9404296875 redis-benchmark-00001-deployment-847b675f9c-82ttn
25 1728912636176.1729 1728912636435.2441 259.0712890625 262.244140625 redis-benchmark-00001-deployment-847b675f9c-6sjwl
25 1728912636410.9023 1728912636633.3076 222.4052734375 227.3076171875 redis-benchmark-00001-deployment-847b675f9c-td22z
100 1728912636643.5876 1728912638037.7126 1394.125 1396.712646484375 redis-benchmark-00001-deployment-847b675f9c-nclwh
50 1728912638117.4934 1728912638536.4124 418.9189453125 421.412353515625 redis-benchmark-00001-deployment-847b675f9c-dch79
150 1728912636640.1045 1728912638539.7686 1899.6640625 1902.7685546875 redis-benchmark-00001-deployment-847b675f9c-pj79f
